Gene
RRAGD
THUMPD2
MYL3
PLA2G2C
PLEKHA8
KMT2A
ZNF705A
SCAND1
XPO4
SUV39H2
RAC2
ELF3
CORO1B
ZMAT3
NXPE1
CD244
PDSS2
KLHDC9
CRLF2
AMOTL1
TPGS2
GIPR
CDH4
MBOAT2
LIN7A
RAB40AL
TMEM81
COPS7B
PPT2
CALHM3
ADAMTS3
OR5D14
GTF2H2C
VPS16
FBLL1
SPCS1
TNFRSF11B
AREG
CTAG1A
TAL2
OR2V1
DYM
ZFHX4
SECTM1
MCEMP1
HSP90AB1
VPS45
GPR63
GAD2
MCHR2
SPINK2
OR4F29
CRH
KRTAP4-5
LSM14B
ITPRIPL1
HNRNPCL1
APBB1IP
SBK2
DEFB4B
FRZB
RUSC1
CTNNBL1
OGA
NFKBIA
AACS
KIRREL2
DNAJC15
FLRT2
TNC
TCEA3
SPDYE6
DYNLT3
SCN10A
NDUFB8
CD84
KRTAP1-4
ADAMTS17
REEP3
TP53TG3
DIS3
TTC16
RESF1
MFSD12
NUDT4B
TBL3
AKR1C1
C1orf232
SLC44A2
CHGB
PRDM14
PRR7
RAD54L
SLC22A8
CLEC4G
WWOX
SPRED2
SLC34A2
TEAD3
METTL1
ASB12
ALAD
SUPT20H
MBOAT7
NMT1
NDUFAF8
ZNF547
SMIM10L1
AADAT
DAPK1
TDRD15
U2AF1L4
HMGA2
ADAMTS13
FBRS
DNAJA3
PRPF6
SEC23B
GPR82
ATP8
TAF11L9
SCPEP1
CRIP1
ARHGAP20
ST7
TREML4
CKMT1B
MED16
TIMP2
TMEM181
PAM16
FEZ2
ZCCHC17
GRIN3A
ECHS1
ELAVL3
SEPTIN10
EWSR1
PCDHGB3
LPGAT1
PADI2
TMEM98
CPS1
PRAMEF11
HLA-DMA
SPESP1
NUTM2G
LPA
CFAP206
CMKLR1
GLI4
E2F6
ANKRD39
NAV2
RHBDL3
TAC4
TRMU
ZIC2
MARCHF8
KCNE4
ZNF625
NBN
MRPL36
LILRB1
GNG8
PAX5
FBLN7
NUP214
NMNAT1
ARL14
HM13
CHFR
OR5D18
MYB
NLRP11
PPP1R15A
NR5A2
SATB2
SAP25
ZSCAN5A
YY2
CEACAM7
FOXN3
EDAR
NFKBID
BCL3
IFRD2
ATN1
NCAPG2
KCTD13
BBS10
PRKACB
DAB2
WARS1
MGAM2
PTPMT1
HNRNPLL
STX4
TMEM126B
NCDN
RAB5C
S100A3
LDHAL6B
TLR7
KIF21B
PKN3
RCCD1
GLOD5
CHCHD7
KIF24
RGPD3
HLA-DMB
RNF157
NBEAL1
BRD4
NGRN
CTSE
WASHC2C
C22orf42
HOXC13
ACOT4
PRKRIP1
SLC7A2
OR2T5
GIMAP1-GIMAP5
FAAH2
KRTAP29-1
NXNL1
SLC36A1
PTPRR
DENND4B
DYDC2
OR4C5
TTR
OSBPL11
AMELY
SKIDA1
SLC6A17
PIN1
ZNF724
ADTRP
GLUD2
NUP210L
KLHDC8B
OR6V1
GAN
PCED1B
ITGA11
MDFIC2
NKAIN1
CDRT4
E4F1
AMZ1
ZNF785
GPR33
FUOM
SPPL3
CADM2
TAFA2
CYLC2
GRM3
SEPTIN14
SLC3A1
KLHL5
EIF2AK3
PHF20L1
CCDC65
ETV4
MTMR9
SFT2D2
CLEC1B
ACTA2
BCAS2
TP53AIP1
RLN2
TMEM189-UBE2V1
NME7
IGFBP2
PDE4DIP
NECTIN4
MYO3B
PITRM1
ABRA
IL17C
KHDC3L
IRF2BP1
RFC1
GLI3
SLC30A6
SNAPC5
TRIM52
HSPA4L
GIGYF2
STX1B
MIA2
TMEM132E
CRYBB3
F2RL3
HIVEP3
CD209
PI4KA
IFNA10
SMARCD1
MARVELD3
MGAT4D
SENP8
NUDC
MMP9
CHST1
CBY2
TMEM208
TPGS1
CHD1
GAGE12J
GAGE12D
ZNF582
AGPAT4
SEPTIN5
CMPK2
PRL
TLCD5
PLGLB1
SPAG11A
THOC1
KCTD8
SLC30A8
CENPS-CORT
GPR156
RTL8C
AFF3
CFAP300
BEND2
HS3ST5
SPECC1L
CYFIP1
AARS2
TXNL4A
B3GNT2
PJA1
PLPP7
HTD2
DENND11
STX11
DHDH
TRIM17
ASB9
CXorf58
CDKN2AIPNL
LAP3
FAM135B
ARMC10
AVEN
MAGEH1
MAP10
LCORL
NDUFC2-KCTD14
SDCBP2
RPL30
ATP6V1B2
RBL2
FBN3
RTP3
REG3G
CHRAC1
MVB12A
GID8
ADM5
PELO
IFITM2
LZIC
PKD1L1
MEOX1
LITAF
FCRL3
LTF
IMPA2
ITPKC
COLGALT2
ERBB4
CCNI2
FOXK2
ZIK1
PON2
KRT2
PERM1
KCNQ3
DDX20
DDX6
KRTAP19-1
APOB
TTYH2
SHFL
GOT2
MRPS36
PLD1
NAA25
ZNF98
GAGE13
RGS9BP
KRT85
CSPP1
UBA3
CAMK2N1
FOXJ2
RNF165
XCR1
HSPB3
HACL1
PCLO
NUP133
ZNF491
C2orf50
TMEM237
SPINK13
COX6C
KRTAP10-12
ZNF408
NAA38
SMAP1
UNC93A
TRAPPC6B
C20orf85
OGFOD1
SGPP2
NLE1
RFX4
TCTN3
ZNF799
LSM8
SIAH2
CBX8
C3orf80
ZNF506
ATG3
SOWAHA
FAM90A7P
PAPOLB
ROGDI
MESP2
MEIS3
DYRK1B
OR4P4
SPATA20
MRPL57
MYO7B
GOSR2
HEBP1
SIRT2
BMS1
HSFX1
TBC1D16
AXDND1
RSRC1
ZNF792
OCA2
NPHS2
SMDT1
ELMOD3
POTEM
PCDHGB4
TNFSF9
NUDT22
SYCP2L
PTGER3
RCN2
LARGE2
FLRT1
HNRNPH2
CYP2B6
WDR26
C1orf122
LRRC2
QSOX2
FAM189A2
TPPP3
SMG6
AGXT2
ZSCAN2
NRCAM
RBAK
CDS2
OAS3
TRIM50
ODF3
SMC6
MYBL2
MRPL17
CCDC60
ACO1
FGF13
RHOB
PPP1R7
RBP4
IQCE
ZNF263
PSTPIP2
LRRC56
TMEM213
CHI3L1
NAP1L3
RNF150
PANK2
KLRF2
NUDT16
BICD1
EFCAB6
CBLIF
CACNB3
MSR1
NPIPB5
TNF
CHAF1A
AMMECR1
MAML1
CELF5
TSPAN18
TMEM86A
ITGB1BP1
DBN1
BLM
PLCZ1
NID1
SCARF2
OTOR
CDK16
NCOA7
PTPN5
CUX1
KCNG4
SLC7A5
FAM151B
TECRL
SSU72P2
TUBB6
CUL5
PIGM
COIL
MARCHF4
ZNF680
NBPF10
MARK1
EDNRB
ECI2
PCDHA9
TRMT61A
CPA5
ARSH
FRRS1
USP24
KRTAP10-8
DDX50
LEPROTL1
TUBA4B
C20orf202
PLK2
SMC1B
NOP14
OR52E6
CATIP
BRAT1
PRSS22
SMAGP
TSG101
RALGAPA1
TAF11L8
ARHGAP23
PGRMC1
KCNMB3
SPAG4
RBMS2
SAMD13
OMP
OR5B17
METTL17
PLLP
DSTN
UBE2W
C3orf20
MFAP4
FXYD2
HOXD13
TJP2
SLC25A19
SRRM3
PIP4P1
L2HGDH
USP17L17
OR6N1
GPR25
PRRT2
RIPPLY3
CACTIN
USP19
L1CAM
NBPF6
PER1
C1orf210
H2BC14
ZNF69
ARHGEF6
C4BPB
TNFSF8
KISS1R
UHRF1BP1L
PRR15L
SLC22A3
FFAR2
S100A12
CMTM5
EEF1AKMT3
ADAMTSL2
CTNNB1
TGOLN2
SURF1
AURKC
SUSD2
FMR1
MCOLN2
DNAH7
POLR1C
SRP19
RGS10
PDE4B
GZMM
PHKG2
FAM32A
CLMN
OR7A17
MPP7
KIF22
OXCT1
C12orf75
MYH9
SMARCD3
HOXA10
GPR34
CSTA
SOBP
RETN
ATG16L2
SIGMAR1
CYP2C18
PWP1
ZNF525
CCDC91
CRELD2
UQCRQ
SUMF2
XPOT
MELK
IL3RA
PARP9
MCM2
CHML
HACD4
LPCAT2
FGFR4
ADH5
TMEM88B
APOC1
FABP5
VTI1B
LAMC1
SLC22A18
SPI1
ZNF462
NAGPA
ZNF330
FGFR3
SLC26A6
HOPX
ASB13
ZBTB4
TTC23
GPR39
RHNO1
SRGAP3
PIR
ISL2
DUPD1
CCDC68
ARHGAP4
AKAP11
TOPAZ1
BCL2L10
CT45A6
RELN
NPHP3-ACAD11
N4BP2L2
EPCAM
ORC2
PPIG
AP5B1
APOLD1
KIR3DL2
BANP
NFU1
CLIC5
ADAM23
TAF11L4
PM20D2
H2BC11
EXOC6
KBTBD2
C14orf132
UXS1
KISS1
PIRT
LRIT2
CIART
GAL3ST3
SFRP1
TRNT1
TTLL12
RAB39B
PPP2CB
TMX4
MYL6B
CD34
RSPH6A
DNAJC5G
NOP10
COG6
PLAGL1
POU4F3
MIS12
FGD5
PSAP
PRR16
RNF5
GNA11
FAM174C
DNAJA1
BOLA2-SMG1P6
RBP2
A3GALT2
GGA1
GPR101
PHF19
LENEP
GLA
AHI1
SCNN1D
RNF126
KIFAP3
RABEP2
TAF11L10
C2CD6
RIMBP3
RAB36
GPCPD1
NFIL3
SPATA31A6
PDE11A
OR10H3
PDLIM3
C6orf136
MSH6
CSKMT
PGLYRP4
CAND1
RGCC
SLC3A2
STIL
OSGEPL1
ART5
LYPLA2
FAM131A
NSMCE1
HES3
ZNF831
MYO1F
IGFL2
PLA2G3
KRT72
ANXA10
SPOP
FAM86B1
ATP5F1A
RUFY2
IL17RA
RHOJ
FMN1
SCAMP1
DIABLO
OR6Q1
IDH2
SLC35B4
CHRND
GSK3A
CFAP410
PRAMEF12
ZFAND5
SFMBT2
TMEM235
FERMT3
TRIM40
NLGN1
CIB1
DHX38
PAK4
ZNF358
RIBC2
RASD2
VPS37B
CLDN18
NCR2
TLR4
SCYGR7
SUZ12
C9orf153
CCDC172
SLC66A3
INSL5
TATDN1
GGT7
FRAS1
NUP93
ZNF804A
RNF7
FAM135A
KCNJ13
DDX5
MSRB2
HLA-DPB1
TWSG1
SLC35D2
C20orf27
KLK2
SLC6A13
LEF1
OR8B12
GRINA
MEPCE
IER5L
P3H3
KRT84
HTR3E
HEPH
ENTPD6
RNF32
HSDL1
HSD17B7
ZNF383
POLB
SDE2
CDKL2
RAPGEF4
PDIK1L
LIPJ
FBF1
TRMT1
PRX
FAM110C
BMI1
TMEM151A
NSMCE4A
ANAPC1
SLFN13
ZW10
CDKL4
FBXO15
SYNGR2
MORN2
TSSK3
QRFPR
SLC2A14
OR4L1
ADRA1A
GDPGP1
RALYL
BDNF
CAMSAP2
TFPI
SLC16A6
PTGS1
GGNBP2
CYTIP
ANXA3
UACA
DBI
CDH10
MEIKIN
OR8U1
IGIP
CRYGN
HIBADH
FIS1
DEFB106B
ANKRD55
ZHX1-C8orf76
BRAP
TEX54
C1orf162
H2AC18
VAV1
KATNA1
P2RY11
HAO1
GOLGA1
PITX1
GABRA6
NUDCD2
HNRNPU
GPR161
H3C7
SEPHS1
MYH10
CRYGD
PGS1
CCL19
CRYAB
SIM2
VNN2
FH
FGF5
CILP
CR1L
MYL4
IGF2BP2
OR2B11
BCL2L1
PHF13
GTF2A2
CHSY3
UGT2B11
NUDT6
CYB5D1
CGB8
PAGE5
MARC2
SGIP1
C12orf49
ANTXR1
RHBDD2
ACTA1
GALE
DNMT3L
SNRNP40
ZNF304
CD33
BEND7
PCDHB13
TRO
ARHGAP36
THRA
IFT80
KCNK7
NT5C1B
UTP23
LRRC10B
FUBP1
BCAP31
MDC1
EIF3H
GREM2
CCDC88B
TESPA1
HACD1
MSTN
LOC112268164
PSMA6
ACOT13
SEMA7A
FAM83A
C4A
DOCK1
TICAM2
GTPBP6
PCBP3
EYA1
ZNF16
FAM170B
LRRC27
CPNE8
FAM72B
EXOSC8
COL14A1
ZNF516
BARHL1
SMG9
TMEM200C
YKT6
CNGA3
NEDD8-MDP1
TTPAL
SSX1
SMARCE1
KRIT1
RSC1A1
MYL12A
UGT1A6
DCP1A
WDR64
PYCR1
SEC14L5
SPATA33
FKBP5
FFAR4
RNF208
SP4
EXD3
CHRM5
HCAR3
DMRTA1
AQP2
TCF23
SLC4A7
USP32
ADH1B
FAT2
CLIP3
SLC2A1
LBX2
MSMB
SURF2
N6AMT1
ZNF324
SLC38A8
EXOC6B
HS3ST3B1
LAPTM4A
CST9L
EPN2
SIAH1
C8orf74
NPRL2
BMP5
LRRD1
HSPD1
ZNF716
FAM136A
NR4A1
GTF2E1
REX1BD
TMEM8B
GJB1
ELFN2
KLF1
SAPCD2
TRAF1
H4C1
TESK1
SERHL2
MMP13
DPYSL2
PIGH
ZNF438
FAM227B
SNX22
EMX1
GTPBP1
HPGDS
ANKRD52
LRRC49
ADM2
ATXN7L2
SLC25A22
SERTAD3
OR4M2
ZFP90
PDCD1LG2
DKK1
MS4A10
IL12A
IGSF9
CT45A3
SSH3
WWP2
CDKN2A
ZNF624
MMP23B
RGS1
PSMD14
PRKCA
GIN1
NIPAL1
NPL
FOXO4
AGBL3
MZT2B
PCDHGA7
RAB9B
SPATA31D3
TMEM131
APOBEC1
HSPA14
KLHL4
NHLRC1
KPNA4
CTRL
FBXO10
HOXA1
SLC16A1
CYFIP2
CACNA1S
MAGEB6
RAI2
KALRN
SCYGR5
FSD1
MICALL1
FKBP1B
AMACR
OR2J1
DESI2
SPAG11B
FLYWCH1
MRPS18A
AKR1E2
ST8SIA6
CPED1
ATP5MF-PTCD1
AR
POU3F3
ZNF512B
ACER1
PDZRN4
YWHAE
SLC2A12
DNAH1
OR4F21
KLLN
KDF1
DSCC1
GTF3C2
H4C2
TGFB1
KIAA1841
MRPL12
DCST2
AZIN1
ADAMDEC1
RELL1
CLCF1
H2BC7
STON1-GTF2A1L
TIMM21
A2M
CLTCL1
GTF2H3
KLHL17
MSX2
TEP1
RABL6
S100A10
TUBG1
CDC42EP2
BEX3
CPNE4
NXF2
KLRG1
RMND5A
CYP7A1
CMBL
LCE4A
APOBEC3D
GCSAML
NBPF4
UFL1
COL6A1
RGMB
LMAN1
PPIP5K1
ZNF286A
PDE6C
UBE2D2
OR8J1
CCDC196
UTP18
SRR
OR13F1
BFSP1
OR7E24
CCDC188
STAP2
NRROS
IL12RB1
P4HTM
LUZP4
IRF8
RCVRN
TRIM6-TRIM34
CPA2
DNALI1
THBS1
TXNDC11
OR52K1
SNRPA
RGS2
OSER1
TAS2R30
UNCX
PIGG
AFP
ZNF343
WSCD2
OR6C68
KRT80
SPG7
LACRT
CCDC66
EPHA1
EFCAB8
GNG10
FGFBP1
IFT43
PEA15
TYW3
IGLON5
HRH3
SDC4
CYB5A
TBC1D21
C12orf54
XPO6
EPO
XYLB
KIAA0355
LENG1
BEX2
ZDHHC7
ATP1A4
ZNF705B
PSMG2
DOCK8
INTS4
DYRK4
SPDYE8P
TEKT1
C19orf18
HTR2C
C16orf92
MYO9A
PQBP1
WDR66
ZYG11A
MAPK3
CLK3
VSTM2B
AASDH
COMP
KHK
CHST6
KRTAP9-7
ROCK1
SLC2A11
DPH2
TAF5L
HCN1
CLDN9
FANCD2
RNF26
HTR7
KRT77
ERCC2
OTOG
FAM133B
PRAMEF9
CCDC88C
FAM229A
LYN
RPS4Y2
PLCB1
NOG
ACOX3
MLLT6
CT45A10
JAG1
ZNF280A
PRKCZ
IQCG
GARNL3
CRIPT
C8A
NIP7
PNLIP
PLXNA2
NUTM2A
CYP19A1
PKDREJ
ZNF705D
ALDH3A1
DEUP1
COPG2
ARMC9
FAM24B
SLC22A13
LYG2
PDZD3
SCX
TGM5
CRNN
TMEM135
PTBP2
EIPR1
OR4S2
TAGLN
DUT
TSPYL4
ENTPD7
LIN37
RAB28
MAML3
GPR83
BIN3
SEMA6B
OR5AU1
PVALEF
MARS2
HTR1F
LRRC42
SETSIP
OR51B6
WWC1
SYNE4
AICDA
VSTM2A
GLRA1
OAS1
POLR3D
C2orf92
LECT2
POLI
UBR2
CCDC142
GUSB
SARAF
KAT14
LYRM1
TRIM39-RPP21
SDC2
DUSP5
PCOLCE
AMER3
UNC13A
EHD2
CLK4
NRTN
OSCP1
GALNT12
HYAL2
RPEL1
CRTAP
PLPP3
HELB
CBFB
FCN2
NTHL1
CPT2
MRPL50
ULK4
RIPK2
TAP1
INPPL1
TMCC3
P2RY12
RAB22A
NRGN
ANKRD23
AIM2
SLFN11
SOHLH1
TANGO6
TECPR1
LDLR
DHX58
PPIAL4E
ZNF585B
RGS6
ALPG
ZBTB48
TMPRSS11B
CCL4
FOXS1
STAT3
CCDC81
HK2
TMSB4Y
TSNARE1
NKIRAS2
PPARG
NOL9
H3C1
WAC
DAZAP1
PIP5KL1
PSENEN
SLC27A3
TMEM150C
MYORG
CPOX
PRIM2
CD9
ARHGEF4
INSR
JMJD1C
LYNX1-SLURP2
GAST
GH2
TCAF1
TUFM
LCE2D
MPST
TGIF2LX
FUT11
DRAP1
RPL39
TMEM183A
CHMP7
CNGA4
IPO9
UTRN
ARSJ
DYDC1
HMGB1
PFKFB1
CHIC2
RP1
TMCO6
TPSAB1
DDX39B
PCBD2
ALKBH7
BEND6
CELA2B
ZNF440
SCTR
DCUN1D1
ZNF76
UBE2N
KLK9
RIPPLY1
OR5H15
ALLC
MAGEB16
OR10H5
NEDD4
TRAPPC11
TGM1
IVD
TPK1
IFI30
OXCT2
EVI5
MRPL39
ZP4
ANXA2
FAM214B
ENPP6
PTTG1IP
HECTD2
RNF11
CARNS1
TM4SF1
KIAA1324L
LEMD2
MAGEA6
TOPBP1
LKAAEAR1
NRP1
ADAM28
EVA1B
CREB3L4
SMAD4
ZFYVE19
USP17L1
OTULIN
PHF1
BEX5
SYAP1
FAM124A
MBD4
NDC1
MINK1
LRRC52
DNASE1L3
DPRX
PROKR2
NCOA2
CDHR4
ILDR1
SLC35A5
MARCO
RPS17
RNASE7
BLID
FNBP4
TLCD2
MIPEP
IL5
ETV3
LYSMD1
AFAP1L2
NPTX2
CBLN3
NPIPA9
CBWD5
RNF113A
POLR3F
ZNF623
HSF5
NAT1
H1-5
TSKU
REXO1
LMOD1
ERI1
METTL3
HEATR5B
CCT6A
F2RL1
ADAM30
PHTF1
OR8B2
SRL
SCML2
GOLGA6L9
DHRS9
ZNF33A
NADK
BCHE
MINAR2
LETM2
OR4F6
SULT2A1
ISG15
CHST10
ADAM17
SEC24B
COX6B1
CEACAM1
LCE3A
MT1HL1
G2E3
UBTF
HOXD12
TMEM189
MDH1B
MECP2
NXN
KLHL6
SYT13
C7orf61
CATSPER3
SLC16A10
DEXI
MOCOS
LGI3
SNW1
TYSND1
OR7D2
POLD1
MAPK1
SNF8
CENPVL1
TRIM64C
USP17L18
BNIPL
CXorf40B
HGSNAT
SHCBP1L
MMP28
D2HGDH
JAG2
SLC30A7
RAET1L
HABP4
COMMD9
ZNRD2
TMEM238
FBXO31
TRPV4
OR51D1
OR51I1
TEX19
ATF3
OR5H2
KIAA1586
PHYH
SLC7A9
INTS6
MFSD10
CGGBP1
DIP2A
CDSN
EMC10
PID1
MED9
XAGE3
KCTD11
TEX101
SCD5
ND4
PLAA
CISD1
C11orf95
CXorf38
DUS3L
SLC37A4
PURA
DMP1
UNC45B
CHN1
SLIT3
ZNF266
TENM4
POTEF
ZNF777
SLC1A4
PI3
SLC47A1
SLC25A2
EMC4
DAXX
TMBIM4
MBD3L1
LOC102723713
CCNB2
CDK5R1
RNF212B
LILRB3
RIC1
C8orf88
FBXO5
BRIP1
USP33
RBMS1
SLC52A1
CTF1
DNAJC21
KCNIP1
MRPL34
SMC1A
FDX2
CHMP1A
FZD2
SSU72P8
DHRS7
ZNF143
TSPY2
PCYT1A
TEKT5
GNPDA2
PSCA
GABARAP
KCNMB2
URM1
ACSBG1
NXPE4
MSH4
SLC32A1
HTT
TEX29
LRCH4
UBE2J1
PPP1R8
VRK3
ENC1
TRH
SS18L1
CABP7
GPR153
DDX59
ZNF732
SLC18A3
RPTOR
BMX
HSD17B6
SLC9A1
MMP21
GANAB
AK1
WDR88
CTRC
BAHD1
ZNF155
OR1N2
MACF1
PRKCD
CTBP2
KPNB1
RPS13
ZNF233
PBX1
GALNT1
COX3
CLP1
MMUT
IFNB1
RAB38
CNOT2
CCL22
GPRC6A
PIFO
MAD2L2
CEP89
LRTOMT
GRM1
OTUD3
HYKK
GPR137C
CDC27
PPP2CA
CATSPERD
SLA2
CALHM4
FYN
IL12RB2
NEIL1
CRYGB
SNCG
FOXRED1
ATP6V1A
KPNA5
GSDME
PSME3
ZNF417
DISC1
CRYBB1
COA5
ACKR1
WWTR1
KANSL1L
XRRA1
ZNF540
HMG20B
GET4
IRX3
RPL10A
ARHGAP39
S100G
ZNF182
SLC49A3
HEATR5A
OR52E4
JMJD7-PLA2G4B
NUSAP1
ARHGAP21
CIB2
TERF1
XPNPEP1
TFPI2
CHAF1B
DNAJC9
LAIR1
BMP4
NECAP1
SV2A
H2AB3
COL1A2
SAC3D1
PCDHGA11
ANKRD33B
CSRP2
PDGFD
ANXA2R
C9orf152
H2BC15
FAM210A
RPTN
GOLGB1
KNCN
FAM160A1
LARP1B
SIGLEC14
LEAP2
CCDC87
ADAMTSL1
PFN2
NLRC4
EN1
DTX3L
COLGALT1
HUNK
PLAAT4
CPXCR1
ARHGEF33
REG4
VPS18
EIF4G3
OR56A5
MMP27
FAM114A2
RPL12
OVOL1
PRKCI
UPK3BL1
CA2
ALG8
NPB
AP1B1
HSPA2
TBCA
LPP
PSME4
ARSL
KYNU
MASP1
BSDC1
TRIP10
CFL2
CALCOCO2
SERPINE3
GGA3
C4orf50
USP17L24
ZNF485
KMT2C
RPS6KC1
AIG1
UBTFL1
RNASE2
PACSIN2
LHFPL3
PARP14
GMCL1
TAFA1
MRPS2
CD1D
SMARCA5
SPATA7
FUT7
FIBIN
TRUB2
ACER3
PERCC1
ZNF776
SELENBP1
FREM2
TANGO2
ABCB7
NOP56
SESN2
ZNF555
FKBP8
OR1Q1
OR6C76
MAB21L3
BRPF1
ADGRL4
C16orf46
FADS3
FOXK1
CRYZ
TCAP
RTL4
PSMD5
GOLGA8A
GOLGA8B
ERN1
ZNF124
FAM189B
COL23A1
SBSPON
MAPK12
CHRM3
ALDH7A1
LOXL4
RPL6
PSG4
KMO
SLC9A3R2
UBXN8
NRARP
MCL1
LTN1
SSTR5
NAE1
TPH1
B4GALNT3
CHD6
INSL3
DEF8
HAGHL
GRXCR2
COPB1
TFPT
TFAP2B
CACNA1E
CCND2
PPBP
ODF2L
ADAM19
GBP7
ZC2HC1B
FMNL3
COL27A1
FXYD5
C5orf63
ANKRD62
OR9A4
EDIL3
GPBP1L1
CRYGS
SP140L
ANGPTL2
SPRR2A
AMIGO3
TPRG1L
KCNAB1
DOK1
APELA
REEP1
ZMAT4
PRSS27
NEK6
FAM241B
GID4
LIMA1
RHEX
MCF2L
DNASE1L1
GTF2IRD2B
ILF2
B3GNT9
CCDC166
OR12D2
ZNF791
PROKR1
ADGRF1
DBP
DRGX
EMC6
LSAMP
OR2J3
MAP1LC3C
MAP3K3
SPARC
TRAPPC5
CHAC2
PRDX4
H2AX
DMRTC1B
DMRTC1
CCDC84
RBPJ
AK7
EPN1
CLDND2
PRM1
COL13A1
ANO4
CSMD2
OR10X1
MZT2A
ZNF92
PNPLA5
SLC5A4
RASSF8
DGAT2L6
LMNTD1
C9orf72
PPIE
TRIML2
CYP2J2
CYB5R3
OR8G1
NOTCH2
EXOSC9
SIX1
TMPRSS7
ANO2
ARID4B
GYS1
OR7A10
ARAP2
C19orf25
C15orf40
SCIMP
CBWD2
SGO1
NHLRC2
NR0B2
EPHX2
IZUMO2
